match_id,set_num,game_num,value,break_occurred
11998674,2,4,-10.0,False
11998674,2,5,10.0,False
11998674,2,6,-10.0,False
11998674,2,7,10.0,False
11998674,2,8,-56.4,False
11998674,2,9,41.6,False
11998674,2,10,-10.0,False
11998674,3,1,10.0,False
11998674,3,2,-10.0,False
11998674,3,3,61.0,False
11998674,3,4,66.4,True
11998674,3,5,-10.0,True
11998674,3,6,-19.0,False
11998674,3,7,10.0,False
11998674,3,8,30.4,True
11998674,3,9,37.2,False
11998675,1,1,-29.0,False
11998675,1,2,10.0,False
11998675,1,3,-10.0,False
11998675,1,4,52.8,False
11998675,1,5,-18.8,False
11998675,1,6,34.0,False
11998675,1,7,-10.0,False
11998675,1,8,59.2,False
11998675,1,9,-10.0,False
11998675,1,10,64.2,False
11998675,1,11,65.2,True
11998675,1,12,25.8,False
11998675,2,1,30.0,True
11998675,2,2,-69.0,True
11998675,2,3,-45.0,False
11998675,2,4,10.0,False
11998675,2,5,31.6,True
11998675,2,6,-22.6,True
11998675,2,7,-10.0,False
11998675,2,8,10.0,False
11998675,2,9,-30.8,False
11998675,2,10,-17.4,True
11998675,3,1,20.0,True
11998675,3,2,33.0,False
11998675,3,3,-18.2,False
11998675,3,4,10.0,False
11998675,3,5,-58.8,False
11998675,3,6,-30.0,True
11998675,3,7,-68.8,False
11998675,3,8,-67.8,True
11998675,3,9,10.0,True
11998675,3,10,-45.6,True
11998676,1,1,20.0,True
11998676,1,2,-69.0,True
11998676,1,3,-11.6,False
11998676,1,4,-49.8,True
11998676,1,5,-11.2,False
11998676,1,6,-36.8,True
11998676,1,7,10.0,True
11998676,1,8,10.0,False
11998676,1,9,-59.2,False
11998676,2,1,10.0,False
11998676,2,2,-29.8,False
11998676,2,3,10.0,False
11998676,2,4,-41.4,False
11998676,2,5,-39.4,True
11998676,2,6,10.0,True
11998676,2,7,10.0,False
11998676,2,8,-27.4,False
11998676,2,9,-25.2,True
11998676,2,10,-20.8,False
11998772,1,1,54.0,False
11998772,1,2,-43.2,False
11998772,1,3,10.0,False
11998772,1,4,-14.0,False
11998772,1,5,13.0,False
11998772,1,6,-39.2,False
11998772,1,7,10.0,False
11998772,1,8,-15.0,False
11998772,1,9,59.8,False
11998772,1,10,15.8,True
11998772,2,1,-55.0,True
11998772,2,2,-17.0,False
11998772,2,3,23.8,False
11998772,2,4,-23.0,False
11998772,2,5,12.4,False
11998772,2,6,51.4,True
11998772,2,7,17.2,False
11998772,2,8,-42.2,False
11998772,2,9,-28.0,True
11998772,2,10,20.6,True
11998772,2,11,10.0,False
11998772,2,12,-21.2,False
11998772,2,13,-15.0,False
11998772,3,1,-29.0,False
11998772,3,2,-56.8,True
11998772,3,3,-70.0,False
11998772,3,4,10.0,False
11998772,3,5,-14.0,False
11998772,3,6,-55.0,True
11998772,3,7,10.0,True
11998772,3,8,50.4,False
11998772,3,9,47.6,True
11998772,3,10,25.2,False
11998772,3,11,63.2,True
11998772,3,12,23.2,False
11998774,1,1,10.0,False
11998774,1,2,-10.0,False
11998774,1,3,43.6,False
11998774,1,4,-27.6,False
11998774,1,5,30.4,False
11998774,1,6,-55.4,False
11998774,1,7,49.0,False
11998774,1,8,-10.0,False
11998774,1,9,39.0,False
11998774,1,10,10.0,True
11998774,2,1,54.0,False
11998774,2,2,45.8,True
11998774,2,3,78.8,False
11998774,2,4,-10.0,False
11998774,2,5,40.0,False
11998774,2,6,-10.0,False
11998774,2,7,59.0,False
11998774,2,8,-10.0,False
11998774,2,9,39.0,False
11998780,1,1,54.0,False
11998780,1,2,-18.2,False
11998780,1,3,10.0,False
11998780,1,4,-60.4,False
11998780,1,5,10.0,False
11998780,1,6,20.2,True
11998780,1,7,10.6,False
11998780,1,8,42.8,True
11998780,2,1,54.0,False
11998780,2,2,-10.0,False
11998780,2,3,10.0,False
11998780,2,4,-10.0,False
11998780,2,5,10.0,False
11998780,2,6,-10.0,False
11998780,2,7,61.0,False
11998780,2,8,-17.4,False
11998780,2,9,-13.6,True
11998780,2,10,-33.8,False
11998780,3,1,10.0,False
11998780,3,2,-30.4,False
11998780,3,3,21.8,False
11998780,3,4,-29.0,False
11998780,3,5,29.0,False
11998780,3,6,-29.0,False
11998780,3,7,29.0,False
11998780,3,8,10.0,True
11998780,3,9,10.0,False
11998782,1,1,33.0,True
11998782,1,2,17.6,False
11998782,1,3,43.8,True
11998782,1,4,20.2,False
11998782,1,5,12.2,True
11998782,1,6,63.8,False
11998782,2,1,-24.0,False
